age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,138845,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,144844,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
0,,161930,HS-grad,9,Never-married,,Own-child,Black,Female,0,1,1,United-States,<=50K
1,Private,55743,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
4,Private,301867,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,238913,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-inc,119281,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,110171,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,125796,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,2,Jamaica,<=50K
1,Private,111567,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,Germany,>50K
0,Private,290504,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,178505,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,1,2,United-States,<=50K
0,Private,175370,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
1,,234542,Assoc-voc,11,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,191776,Masters,14,Divorced,Sales,Unmarried,White,Female,4,0,2,United-States,>50K
1,Private,125527,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,313022,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,2,0,2,United-States,>50K
1,Private,198660,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,200922,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,153372,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Local-gov,248344,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,1,United-States,<=50K
3,Private,240629,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Italy,>50K
2,Private,314310,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,127111,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,178272,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,195985,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,State-gov,295589,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male,0,0,1,United-States,<=50K
4,Self-emp-inc,70720,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,>50K
0,Private,163003,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
0,Private,120910,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,227554,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,0,United-States,<=50K
3,Private,214955,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,209768,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,258120,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,Jamaica,<=50K
3,Private,110015,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Greece,<=50K
3,Private,152652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
3,Federal-gov,43206,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,3,United-States,>50K
0,,128538,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,178417,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,154451,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,118941,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,276087,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,<=50K
2,Private,124692,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Federal-gov,306784,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
0,Private,434102,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,263130,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,393945,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,173927,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Other,Female,0,0,3,Jamaica,<=50K
2,Private,343403,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,193882,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,310864,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,2,,<=50K
4,,198559,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,115488,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,281030,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,4,United-States,<=50K
0,Private,283945,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,454989,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
1,Private,391349,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,151835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,>50K
4,Private,199085,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,61487,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,2,United-States,<=50K
2,Private,358373,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,267891,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,48358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,300829,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Local-gov,114508,9th,5,Separated,Other-service,Other-relative,White,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,214627,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Private,129684,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,2,0,3,United-States,<=50K
3,Private,205424,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,2,United-States,>50K
4,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
2,Private,229148,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,Jamaica,<=50K
4,Self-emp-inc,154537,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,>50K
3,Private,181901,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,0,Mexico,<=50K
1,Private,205188,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,30840,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,2,United-States,<=50K
4,Private,66634,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,291052,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,3,2,United-States,<=50K
2,Private,327723,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,345122,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,4,0,3,United-States,>50K
1,Private,363296,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,4,United-States,<=50K
2,Local-gov,86551,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
1,Private,30070,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,,152328,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
1,,177824,HS-grad,9,Separated,,Unmarried,White,Female,0,0,2,United-States,<=50K
2,State-gov,111483,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,199555,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,218490,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,49020,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,3,2,United-States,<=50K
4,Private,213321,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,2,United-States,<=50K
1,Private,159187,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,83033,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,Germany,<=50K
4,Self-emp-not-inc,146576,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,3,United-States,>50K
0,Private,176690,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,122651,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
4,,198542,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,133144,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,1,0,0,United-States,<=50K
0,Private,221661,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,Mexico,<=50K
1,Private,48588,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,48087,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,1,2,United-States,<=50K
4,Private,176079,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,180052,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,192591,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,238912,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,293287,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,217418,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,2,United-States,<=50K
0,Local-gov,137510,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,221533,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
2,Local-gov,255675,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,114079,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,155781,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Private,243762,11th,7,Separated,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Federal-gov,191858,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
0,Private,206815,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,2,Peru,<=50K
3,State-gov,103743,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,235683,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
4,,207321,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
3,Federal-gov,424012,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,325732,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
1,Private,28572,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,1,United-States,<=50K
0,Private,118376,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,51799,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
1,Local-gov,115488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,193568,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,192878,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,264663,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,United-States,<=50K
2,Private,205644,HS-grad,9,Separated,Tech-support,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Local-gov,321851,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,>50K
4,Private,206399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,198211,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,130795,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,319280,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,4,United-States,<=50K
1,Private,125933,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,107236,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,32732,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,284763,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,4,United-States,<=50K
0,Private,402778,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,125489,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
4,,112821,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,>50K
2,Local-gov,178100,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,70261,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,51506,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,325538,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,,>50K
4,Self-emp-not-inc,431426,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
2,Private,228157,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,2,Laos,<=50K
2,Private,199191,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,189775,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Private,171080,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
3,,69328,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,>50K
0,Private,190483,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,3,Iran,<=50K
0,Private,235849,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,359766,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,2,United-States,<=50K
1,Private,128016,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
3,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,<=50K
0,Private,365613,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,Canada,<=50K
1,Private,100135,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Local-gov,180096,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,,371827,HS-grad,9,Never-married,,Own-child,White,Male,0,0,2,Portugal,<=50K
1,Private,61270,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Other,Female,0,0,2,Columbia,<=50K
3,State-gov,303462,Some-college,10,Separated,Protective-serv,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,100828,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,31264,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,255454,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,,93655,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,269722,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,223678,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
3,State-gov,197184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,143486,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,3,United-States,>50K
4,Private,160625,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,2,United-States,<=50K
3,Local-gov,85341,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,192507,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,223580,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
1,Private,236861,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,327886,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,,407618,9th,5,Divorced,,Not-in-family,White,Female,1,0,2,United-States,<=50K
4,Self-emp-inc,197060,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,73514,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,3,Philippines,<=50K
3,Private,118831,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,2,South,<=50K
2,Private,299505,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,109015,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,110015,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,Greece,<=50K
0,Private,104146,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
1,Local-gov,50442,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
1,Private,57640,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Local-gov,333664,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,224858,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,290641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,116788,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,129699,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,95150,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,53833,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,111363,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,283004,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,4,Thailand,<=50K
0,Private,33616,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
3,Federal-gov,282830,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,>50K
3,Private,243904,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,2,Honduras,<=50K
4,Private,165017,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,1,0,2,United-States,<=50K
1,Private,131584,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
3,Private,427781,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,334291,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,173224,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
4,Private,230545,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,Cuba,<=50K
1,Private,118161,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,150499,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,124963,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,198388,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Federal-gov,126204,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,91709,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,92115,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,33610,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,3,United-States,<=50K
2,Private,168276,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,State-gov,175127,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
1,Private,227282,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,138153,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
4,Local-gov,174132,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,3,2,United-States,>50K
1,Private,182237,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
4,Local-gov,217775,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
0,,168863,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,172230,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Local-gov,55377,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,2,United-States,<=50K
1,State-gov,49352,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,213887,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,24046,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,2,United-States,<=50K
0,Private,227994,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
2,Private,99434,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
2,Private,190964,HS-grad,9,Separated,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
0,,113700,Bachelors,13,Never-married,,Own-child,White,Male,0,0,3,United-States,<=50K
1,Private,168827,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,182211,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,82393,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
1,Private,183639,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,342448,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,State-gov,33658,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,>50K
2,Federal-gov,34178,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,255685,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,2,Outlying-US(Guam-USVI-etc),<=50K
2,Private,199256,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,,143716,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,104440,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,306233,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
3,Private,216475,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1,2,United-States,>50K
3,Private,50748,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,3,England,<=50K
0,Private,107190,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0,United-States,<=50K
0,Private,83141,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,444089,11th,7,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,33487,Some-college,10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
2,Private,65372,Doctorate,16,Divorced,Sales,Unmarried,White,Female,0,0,3,United-States,>50K
1,Private,343403,Doctorate,16,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,,<=50K
3,Private,287480,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,159737,10th,6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
