f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,clase
-0.731378,-0.152747,-0.527596,0.4056,-0.209148,-0.910243,0.868128,0.12015,0.49852,-0.159584,1.08764,0.766006,0.112479,0.00924274,0.632647,3.66172,0.899163,0.288931,0.355773,-0.165152,0.154891,0.468885,0.84231,-1.1068,-1.18666,0.174281,0.942586,3.27557,-0.181473,-1.11475,-0.419887,-0.285443,1.68641,-0.381419,1.96679,-1.10185,-0.567786,0.00995289,-0.984222,0.375224,-0.75566,-1.37593,-0.122455,0.371779,0.5396,1.90942,0.0113756,0.015965,-0.24225,-0.453892,0.275548,0.461509,0.581883,0.596256,-1.94831,0.427103,0.780382,1.24852,-0.380789,-0.645405,-0.371804,-0.676853,0.790439,-0.949738,0.403166,-1.20531,-0.088684,0.0325119,-1.20076,0.410628,-0.669619,-0.99224,0.76283,0.492284,0.222095,1.27564,0.750628,0.315157,0.729504,0.610826,0.357444,0.692587,0.418798,-1.06258,-0.814991,0.491091,0.749776,1.07463,-0.294942,-1.29554,-0.685397,-1.12118,1.01798,1.22405,1.06128,0.084601,-0.915443,0.482502,-0.893514,0.790914,-0.609178,-1.21268,0.735323,0.772259,0.467811,0.814164,0.895957,0.367798,0.221108,0.468045,0.342833,0.72367,0.75959,0.756659,-1.17538,-0.960385,-1.24682,1.2679,0.859524,1.75045,-1.1813,-1.68676,-1.50806,0.642293,-0.611027,-0.533282,-0.399839,-0.892165,0.200961,0.876278,0.79175,1.69187,-0.126488,0.217012,-0.0588156,-1.04989,0.4339,-0.765671,0.536016,-0.0159065,0.198179,0.187394,0.72936,0.443726,0.476059,-0.266443,0.704197,0.230357,0.1,0.411231,2.96216,0.693688,1.64071,-1.18542,-0.529988,-1.13573,0.370029,1.2595,-0.697665,-1.53349,-1.59244,-1.74418,-1.08792,-0.209039,0.398057,-0.156936,0
-1.05063,-0.802431,-1.07206,0.355877,-0.209148,-1.66713,1.90875,-0.0790252,0.406207,-1.11674,1.45491,0.501993,0.519352,1.78805,1.75499,-0.188387,0.813866,-0.00421338,0.731515,0.402281,0.394291,1.34222,0.694201,-1.07436,-1.18666,1.8027,0.582408,0.0767972,-0.701283,-1.18613,-0.419887,-0.407362,1.91126,-1.14283,2.01987,-1.22451,-0.54868,0.499847,-0.998399,0.0780103,-0.850274,-1.75749,-0.686243,1.85522,1.33987,0.320896,-0.198447,0.270842,0.0519502,-0.468535,0.0339566,0.596677,1.56041,0.382819,-1.55649,0.293433,1.67722,-0.471484,-1.23966,-1.18632,1.3627,-1.10296,0.0281345,-1.30001,0.567619,-0.972548,-0.192668,-0.686772,-1.20076,-0.925889,-0.917374,-0.977544,1.28176,0.917649,0.87396,-0.441683,0.551628,1.50605,0.753612,0.601506,0.708823,1.80861,0.432878,-1.24865,-1.25806,1.98706,0.00683293,0.553489,0.0764785,-1.43268,-0.802479,-0.988459,1.17394,0.117226,1.19955,-0.979252,0.140913,0.673225,-0.94021,1.51617,-0.915651,-1.56583,1.55951,1.84313,1.93565,0.458783,-0.421617,0.240527,0.82264,1.05055,0.342833,0.780658,0.837257,1.02876,-0.971677,-0.100307,-1.23882,1.4034,1.8062,0.626189,-1.19007,-1.81448,-1.66649,1.47653,0.149022,-0.994615,-0.841365,-1.16014,-0.327485,0.437953,0.907199,-0.988506,-0.175084,-0.135417,1.23626,-0.384996,0.821665,-0.146956,0.863181,-0.186862,0.25607,0.211662,1.39444,0.899532,-0.226506,-0.305523,-0.320795,-0.816459,-0.279072,0.375206,2.96216,0.608929,1.6111,-1.19842,-1.5451,-1.33051,-0.322832,-0.827325,-1.03397,-1.47612,-0.600987,-1.4284,-1.00392,-0.0637681,0.542758,0.353072,0
-1.05063,0.24367,-0.527596,0.355877,-0.209148,-1.65472,0.885472,-0.0790252,0.396975,-1.11674,1.57428,0.564853,0.535626,1.76829,1.62235,-0.0893032,0.805337,0.0772157,0.683032,0.490548,0.314491,0.478698,0.747097,-1.09869,-1.19591,0.263104,1.71752,2.25901,-0.717034,-1.17819,-0.419887,-0.397984,1.91126,-1.05823,2.0066,-1.22451,-0.54868,0.511511,-0.984222,0.709589,-0.0697142,-1.75749,-0.818899,1.89097,1.18427,0.420178,-0.243409,0.31939,0.0274335,-0.336752,0.0641555,0.480818,0.639443,0.137366,-1.55649,-0.0927237,0.833659,1.63772,-1.23966,-1.24533,1.37303,-0.601658,0.0281345,-1.29239,0.567619,-0.972548,-0.192668,-0.151491,-1.20076,0.495217,-0.200189,-0.977544,1.34663,0.871664,0.717029,-0.441683,0.576503,1.65011,0.765667,0.573547,0.62364,0.692587,0.432878,-1.24865,-1.2388,0.908571,1.81112,0.27385,0.0764785,-1.40848,-0.685397,-0.973712,1.17394,0.199648,1.19955,-0.952875,0.130853,0.682307,-0.924644,0.498928,-0.00717809,-1.56583,1.4977,1.83398,1.86669,0.558734,-0.364331,0.275237,0.71049,0.910751,0.31122,0.780658,0.827548,0.70807,-0.880011,-0.115396,-1.25481,0.707838,0.884437,2.01144,-1.1813,-1.81448,-1.65659,1.47653,0.149022,-0.994615,-0.957556,-1.12186,-0.35605,0.437953,0.890706,-0.988506,-0.126488,-0.120732,1.31649,-0.41743,0.831869,-0.198516,0.29328,-0.233486,0.25607,0.345141,0.391999,0.501914,-0.208017,-0.305523,-0.320795,1.18201,1.56214,1.31187,2.96216,0.608929,1.6259,-1.17241,-1.5451,-1.08447,-0.29894,-0.734577,-1.02615,-1.47612,-0.600987,-1.4284,-1.00392,-0.0637681,0.542758,0.342447,0
-0.750157,-0.780408,-1.07206,0.4056,-0.209148,-0.860611,1.86539,-0.101156,0.406207,-0.104097,1.03255,0.627714,1.30055,0.394652,0.540818,-0.188387,0.754158,-0.297358,0.634549,0.4275,0.354391,1.18521,0.694201,-1.09869,-1.18666,1.84217,0.560579,0.0496889,-0.197225,-0.78164,-0.419887,-0.285443,1.68641,0.379994,1.98006,-1.10185,-0.567786,0.59316,-0.998399,0.0780103,-0.8621,-1.37593,0.756391,0.675616,0.528485,1.53214,-0.318345,0.31939,-0.0215998,-0.234254,0.154752,0.577367,1.50285,0.265428,-1.93643,0.33799,1.65946,-0.371045,-0.380789,-0.183169,-0.402777,-1.05283,0.790439,-0.629925,0.403166,-1.20531,-0.213464,-0.519496,-1.20076,-0.942807,-0.943454,-0.977544,1.23852,0.239364,0.0168779,-0.298573,0.518462,0.286345,0.777721,0.610826,0.698175,1.72491,0.432878,-1.06258,-0.892047,1.96966,0.0304184,0.744151,-0.294942,-0.988982,-0.811485,-1.10643,0.993992,1.76568,1.06128,0.0758088,-1.00599,0.682307,-0.924644,1.45966,-0.882815,-1.21268,0.446857,0.726495,0.733795,0.703107,-0.579153,0.321517,0.210912,0.479695,0.31122,0.76926,0.856674,0.999604,-0.930937,-0.175752,-1.23882,1.5389,1.83111,0.696455,-1.08484,-1.68676,-1.48826,0.642293,-0.575676,-0.554251,0.587784,-0.241359,1.47209,0.876278,0.79175,1.69187,-0.191282,-0.296946,-0.345337,-0.239045,0.852278,-0.121176,0.863181,-0.186862,0.183706,0.272334,1.27878,0.851042,-0.226506,-0.305523,-0.413977,-0.959206,-0.37384,0.279137,2.96216,0.693688,1.64071,-1.17241,-0.529988,-1.23825,-0.286994,1.42644,-0.807158,-1.53349,-1.59244,-1.74418,-1.08792,-0.209039,0.398057,-0.156936,0
-0.731378,0.331763,-0.645319,0.4056,-0.209148,-0.860611,0.842113,-0.112221,0.387744,-0.312173,1.03255,0.66543,1.10525,0.424299,0.438787,0.165483,0.745629,-0.281072,0.586067,0.503158,0.287891,0.459072,0.757676,-1.12301,-1.19591,0.322319,1.64111,2.59787,-0.197225,-0.805433,-0.419887,-0.285443,1.66912,0.405374,1.98006,-1.10185,-0.567786,0.59316,-0.998399,0.511447,-0.140674,-1.37593,0.474497,0.738171,0.528485,1.64135,-0.363307,0.380075,-0.00934145,-0.219611,0.169852,0.500128,0.639443,0.00930351,-1.94831,-0.0927237,0.771502,1.80093,-0.380789,-0.350361,-0.402777,-0.467977,0.790439,-0.599467,0.403166,-1.20531,-0.192668,-0.184946,-1.20076,0.207613,-0.317546,-0.977544,1.16284,0.319838,-0.0314084,-0.370128,0.535045,0.305553,0.777721,0.582867,0.602344,0.608886,0.432878,-1.07291,-0.959471,0.908571,1.77574,0.566199,-0.294942,-1.01318,-0.685397,-1.10643,0.993992,1.76568,1.06128,0.084601,-0.885262,0.709553,-0.94021,0.404739,0.113222,-1.21268,0.323228,0.717342,0.664836,0.769741,-0.55051,0.333087,0.241499,0.479695,0.321758,0.76926,0.827548,0.717787,-0.900381,-0.190841,-1.25481,0.707838,0.884437,2.03151,-1.10238,-1.69837,-1.48826,0.642293,-0.584514,-0.554251,0.459974,-0.271985,1.3864,0.876278,0.79175,1.69187,-0.126488,-0.208839,-0.288033,-0.287695,0.852278,-0.185626,0.335495,-0.186862,0.198179,0.320872,0.38236,0.531008,-0.17104,-0.305523,-0.413977,0.944095,1.44029,1.15576,2.96216,0.693688,1.64071,-1.0944,-0.529988,-0.725675,-0.251157,1.54701,-0.713307,-1.51914,-1.59244,-1.74418,-1.08792,-0.209039,0.398057,-0.156936,0
-1.05063,-0.824454,-0.983772,0.355877,-0.209148,-1.66713,0.902816,0.0205626,0.36005,-0.908659,0.922369,0.652858,-0.213019,0.206889,0.724475,2.72751,0.899163,0.272646,0.586067,0.250966,0.221391,0.478698,0.799993,-1.04193,-1.18666,0.66774,0.462349,2.381,-0.701283,-1.17026,-0.419887,-0.407362,1.89396,-1.19359,2.01987,-1.22451,-0.54868,0.324885,-0.984222,-0.0953643,-0.814794,-1.75749,-0.537005,0.639871,0.517371,1.54207,0.026363,0.465034,0.0519502,-0.717458,0.109454,0.442199,0.591476,0.649616,-1.55649,0.54592,0.718225,-0.145059,-1.23966,-0.999458,1.3627,-1.10296,0.00753168,-1.30762,0.567619,-0.972548,-0.192668,-0.753682,-1.20076,-0.621366,-0.813056,-0.99224,0.27633,0.296846,0.0651642,0.703198,0.593087,1.1507,0.765667,0.601506,0.47457,0.729788,0.404717,-1.24865,-1.2099,0.647646,-0.00495981,2.42198,0.0764785,-1.44075,-0.802479,-0.973712,1.16194,0.129,1.19955,-0.961667,0.150974,0.582404,-0.97134,0.706144,-0.926597,-1.56583,0.642601,0.726495,0.566324,1.95805,0.967564,0.275237,0.282281,0.537946,0.237457,0.72367,0.798423,0.766377,-1.10408,-0.145574,-1.23083,1.63827,0.842916,0.857063,-1.19883,-1.81448,-1.66649,1.47653,0.149022,-0.994615,-0.585745,-1.19077,-0.284638,0.437953,0.907199,-0.988506,0.00310076,-0.150101,0.285011,-0.612032,0.760439,-0.159846,0.504355,-0.0469892,0.227125,-0.103832,0.632971,0.482518,-0.00464315,-0.285983,0.797378,-0.261329,-0.0218443,0.231103,2.96216,0.608929,1.6111,-1.19842,-1.55525,-1.33051,-0.0241851,-0.23374,-1.04179,-1.47612,-0.600987,-1.4284,-1.00392,-0.0637681,0.542758,0.353072,0
-0.750157,-0.0316195,-0.468735,0.39317,-0.209148,-0.885427,0.842113,-0.189678,0.56314,0.825311,0.729552,0.640286,1.72369,0.226653,0.44899,-0.0751484,0.830926,0.272646,0.610308,0.225746,0.00859118,0.44926,0.863469,-1.13923,-1.17741,0.282842,1.07356,3.31624,-0.165721,-0.377154,-0.419887,-0.285443,1.7556,0.532276,1.88716,-1.08433,-0.567786,-0.0133754,-0.998399,0.375224,-0.6847,-1.36503,1.51916,0.711362,0.484026,0.946376,-0.138498,0.185883,-0.24225,0.0732393,0.0792549,0.471164,0.65863,0.286772,-1.94831,0.323137,0.8159,1.46195,-0.396994,0.524937,-0.0620704,-0.610013,0.790439,-0.63754,0.39142,-1.22322,-0.192668,0.149605,-1.20076,0.444464,-0.656579,-0.977544,1.26014,0.227868,0.258309,-0.155463,0.783794,0.0654536,0.777721,0.629465,0.101895,0.655386,0.334315,-1.00055,-0.102225,0.482393,0.98563,0.71873,-0.279466,-0.795367,-0.658378,-1.12118,1.11396,1.77746,1.06128,0.0758088,-1.16696,0.491584,-0.877948,0.838008,-0.521615,-1.21268,0.601392,0.818022,0.576175,0.314409,-0.0922234,0.437218,0.17013,0.479695,0.406059,0.461528,0.487754,0.70807,-0.839271,-0.613336,-1.24682,1.20467,0.859524,1.85083,-0.900687,-1.68676,-1.34963,0.699826,-0.593352,-0.491342,1.16874,0.110842,1.85771,0.876278,0.79175,1.65629,0.165087,0.143589,0.067254,-1.04989,0.342061,-0.933239,0.842073,0.0151763,0.4008,0.211662,0.758277,0.453424,0.45757,-0.266443,0.378063,0.214496,0.248922,0.447257,2.96216,0.679562,1.67032,-1.18542,-0.529988,-1.07422,-0.215319,1.12965,-0.940115,-1.53349,-1.61227,-1.74418,-1.08792,-0.227198,0.384903,-0.199437,0
-0.731378,-0.163759,-0.527596,0.4056,-0.209148,-0.922651,0.868128,0.109085,0.49852,-0.228943,1.53755,0.766006,1.70742,1.33347,1.91824,-0.273316,0.899163,0.272646,0.343653,0.0618212,0.154891,0.468885,0.831731,-1.1068,-1.18666,0.164412,0.920757,3.27557,-0.181473,-1.14647,-0.419887,-0.285443,1.70371,-1.22743,1.95352,-1.10185,-0.567786,0.021617,-0.984222,0.375224,-0.75566,-1.37593,0.607153,1.71224,1.01754,0.698169,-0.00361168,0.00382799,-0.254508,-0.366037,0.305747,0.461509,0.581883,0.585584,-1.94831,0.41225,0.780382,1.24852,-0.380789,-0.576561,-0.340831,-0.676853,0.790439,-1.28478,0.403166,-1.20531,-0.192668,-0.00094311,-1.20076,0.410628,-0.669619,-0.99224,1.72502,0.676226,1.67068,-0.298573,0.750628,0.670505,0.729504,0.610826,0.357444,0.683287,0.432878,-1.05224,-0.843887,0.499788,0.737983,1.10006,-0.294942,-1.40848,-0.685397,-1.12118,1.02998,-0.106493,1.06128,0.084601,-1.14684,0.491584,-0.893514,0.790914,-0.609178,-1.21268,1.98191,1.98042,1.82728,-0.25198,-0.163831,0.356228,1.30183,0.86415,0.458748,0.712273,0.749881,0.756659,-1.23649,-0.945296,-1.23882,1.2679,0.859524,1.74041,-1.17253,-1.68676,-1.50806,0.642293,-0.611027,-0.533282,-0.353363,-1.24437,-0.556002,0.876278,0.79175,1.68001,-0.175084,0.231696,0.319393,-1.04989,0.444104,-0.752781,0.536016,-0.0159065,0.198179,0.175259,0.710082,0.434028,0.494547,-0.246903,0.750787,0.246218,0.1,0.411231,2.96216,0.693688,1.64071,-1.18542,-0.529988,-1.13573,-0.263103,-0.382136,-1.0105,-1.53349,-1.59244,-1.74418,-1.08792,-0.209039,0.398057,-0.156936,0
-0.731378,-0.218817,-0.557027,0.4056,-0.209148,-0.885427,0.8768,0.341457,0.49852,1.81021,0.362281,0.778578,1.77252,0.276065,0.295943,-0.414864,0.933282,0.207502,0.186083,1.00754,0.314491,0.478698,0.757676,-1.1068,-1.14966,0.233496,0.85527,3.24846,-0.181473,-1.01164,-0.419887,-0.285443,1.66912,-1.01593,1.98006,-1.10185,-0.567786,0.0332812,-0.984222,0.375224,-0.79114,-1.37593,2.16586,0.639871,0.517371,0.360609,0.0863123,-0.020446,-0.1687,2.00605,0.396343,0.461509,0.524323,0.628272,-1.94831,0.41225,0.771502,1.13553,-0.380789,0.534772,-0.402777,-0.701918,0.790439,-1.28478,0.403166,-1.20531,-0.192668,-0.0511257,-1.20076,0.39371,-0.669619,-0.99224,0.719585,0.572758,1.57411,-0.370128,0.725753,-0.0209823,0.669232,0.592187,0.581049,0.701887,0.390637,-1.07291,0.485326,0.517183,0.620055,1.23987,-0.294942,-1.40848,-0.70341,-1.12118,0.993992,0.199648,1.06128,0.084601,-1.12671,0.482502,-0.909079,0.772076,-0.65296,-1.21268,1.0547,0.735648,0.428406,-0.363036,-0.221116,0.309947,0.669708,0.386494,0.332296,0.746465,0.837257,0.727505,0.494973,-0.86985,-1.24682,1.295,0.85122,1.69022,-1.03222,-1.69837,-1.50806,0.627909,-0.611027,-0.554251,0.843404,-1.12952,0.672279,0.886471,0.79175,1.69187,-0.223679,0.363857,-0.0358938,-1.01745,0.484922,-0.662552,0.367156,0.0928832,0.0679227,0.15099,0.700443,0.434028,0.476059,-0.246903,0.890559,0.246218,0.0458472,0.411231,2.96216,0.693688,1.6259,-1.19842,-0.529988,-1.16649,-0.275048,-0.113168,-1.01832,-1.53349,-1.59244,-1.74418,-1.08792,-0.209039,0.398057,-0.146311,0
-0.731378,-0.747373,-1.05735,0.4056,-0.209148,-0.848203,0.694692,-0.0790252,0.443132,-0.742198,1.04173,0.753434,-0.164195,0.226653,0.714272,2.98229,0.805337,0.0120724,0.30729,0.162698,0.474091,0.400196,0.588408,-1.05004,-1.18666,0.717086,0.626066,2.85539,-0.197225,-1.16233,-0.419887,-0.285443,1.65182,-1.14283,2.0066,-1.10185,-0.567786,0.523176,-0.998399,0.152314,-0.956714,-1.37593,-0.420931,0.630934,0.58406,1.70092,-0.213434,0.331527,0.0764668,-0.746743,0.351045,0.471164,0.62985,0.702975,-1.93643,0.189468,0.43408,0.19392,-0.380789,-0.871606,-0.4544,-1.05283,0.790439,-1.30001,0.414913,-1.20531,-0.171871,-0.603134,-1.20076,-0.841299,-0.943454,-0.977544,0.427686,0.538269,0.222095,0.703198,0.535045,1.09308,0.693341,0.620145,0.794006,0.506584,0.334315,-1.09359,-1.13285,0.917268,-0.500255,2.4347,-0.294942,-1.43268,-0.811485,-1.10643,0.946005,0.293846,1.06128,0.084601,-0.352053,0.655061,-0.94021,0.188104,-0.926597,-1.21268,0.714718,0.726495,0.507216,1.8581,0.595206,0.414078,0.302672,0.479695,0.226919,0.746465,0.856674,0.649763,-1.17538,-0.266287,-1.22283,1.2679,0.577183,0.836987,-1.19883,-1.69837,-1.51796,0.613526,-0.584514,-0.575221,-0.457935,-1.18311,-0.270356,0.876278,0.808243,1.70373,-0.158885,0.158273,0.250628,-0.320129,0.831869,-0.0953965,0.261619,-0.000365098,0.0534497,0.114587,0.20886,0.434028,0.568501,-0.110125,2.80077,-0.800598,-0.658145,0.483282,2.96216,0.707815,1.6111,-1.18542,-0.540139,-1.2485,0.0116526,-0.0204205,-1.02615,-1.53349,-1.58253,-1.74418,-1.08792,-0.209039,0.398057,-0.135686,0
-0.750157,-0.813443,-0.48345,0.39317,-0.209148,-0.897835,1.94344,-0.178613,0.553908,0.89467,0.702006,0.678002,1.73997,0.236535,0.438787,-0.0609936,0.847985,0.288931,0.549704,0.200527,0.0218912,1.29315,0.874048,-1.14734,-1.17741,0.973685,1.12813,0.957816,-0.149969,-0.34543,-0.419887,-0.285443,1.7556,0.523816,1.87389,-1.08433,-0.567786,0.184915,-0.998399,1.3164,-0.814794,-1.36503,1.56891,0.711362,0.495141,0.916591,-0.138498,0.137335,-0.303541,0.117167,0.0943544,0.625641,1.1383,0.2761,-1.94831,0.352842,1.95248,-0.195278,-0.396994,0.564276,-0.0207725,-1.05283,0.790439,-0.660383,0.39142,-1.22322,-0.213464,-0.0678532,-1.20076,0.376792,-0.604421,-0.977544,1.24933,0.308342,0.294524,-0.155463,0.783794,0.0462456,0.765667,0.629465,0.123191,1.81791,0.390637,-0.979876,-0.034801,1.76962,-0.429498,-0.565067,-0.279466,-0.795367,-0.811485,-1.12118,1.13795,1.76568,1.03823,0.0758088,-1.17702,0.655061,-0.893514,1.9306,-0.970379,-1.21268,0.611694,0.827175,0.566324,0.269986,-0.149509,0.379368,0.159935,0.479695,0.416597,0.552708,0.536296,0.853837,-0.808716,-0.658603,-1.24682,0.798171,1.84772,0.676379,-0.883149,-1.68676,-1.32983,0.699826,-0.593352,-0.491342,1.2036,0.126155,1.872,0.876278,0.79175,1.64443,0.0840937,0.128904,0.0328714,-1.13097,0.403287,-0.88168,0.83152,-0.0159065,0.386327,0.818383,1.81855,1.21957,-0.226506,-0.305523,-0.553748,0.293801,-0.0895359,1.40794,2.96216,0.679562,1.67032,-1.18542,-0.529988,-1.2485,-0.203373,1.06473,-0.940115,-1.51914,-1.61227,-1.74418,-1.08792,-0.227198,0.384903,-0.199437,0
-1.05063,0.089508,0.811501,0.368308,-0.209148,-1.67953,0.894144,0.109085,0.516983,-0.201199,1.72118,0.753434,1.85389,1.27418,1.76519,-0.188387,0.873574,0.207502,-0.116934,-0.0264462,0.434191,0.468885,0.70478,-1.14734,-1.19591,0.322319,1.87032,0.063243,-0.717034,-1.12268,-0.419887,-0.388605,1.92856,-1.10899,1.9137,-1.24203,-0.558233,0.406534,-0.970044,1.44024,0.651712,-1.7684,0.690063,1.76586,0.861933,0.777595,-0.153485,-0.04472,-0.205475,-0.43925,0.47184,0.519438,0.562696,0.350803,-1.55649,0.263729,0.922455,0.495235,-1.20725,-0.547057,1.404,-0.584947,0.0693401,-1.27717,0.579366,-0.972548,-0.192668,0.935798,-1.20076,1.89941,0.82995,-0.874671,1.87637,0.768196,1.56204,-0.298573,0.70917,0.977833,0.488417,0.610826,0.666231,0.646086,0.306155,-1.17629,-0.805359,0.812898,1.94084,0.235717,0.030051,-1.39235,-0.802479,-0.988459,1.23392,0.0936763,1.19955,-0.917706,0.0704893,0.636896,-0.582207,0.753238,0.343077,-1.56583,1.951,1.98957,1.71892,0.0367675,-0.464581,0.205817,1.06733,0.596197,0.490361,0.757863,0.837257,0.688634,-1.24667,-1.20181,-1.2788,0.635572,0.801395,1.76049,-1.16376,-1.81448,-1.64669,1.49091,0.149022,-1.01558,-0.341744,-1.19077,-0.498873,0.407372,0.890706,-1.02409,-0.126488,0.672231,0.342315,-0.401213,0.658395,-0.572322,0.29328,0.201673,0.010031,0.842652,0.440194,0.434028,-0.226506,-0.305523,-0.460567,2.16538,2.09013,1.76819,2.96216,0.623056,1.65551,-1.0814,-1.53495,-0.879446,-0.227265,-0.113168,-0.994862,-1.47612,-0.610901,-1.44213,-1.03752,-0.081927,0.529603,0.310571,0
-1.05063,-0.857489,-0.557027,0.368308,-0.209148,-1.69194,1.9868,0.275065,0.489289,1.82408,0.399008,0.766006,1.87017,0.276065,0.265334,-0.386554,0.924752,0.207502,0.210325,0.894057,0.261291,1.53847,0.789414,-1.1068,-1.14966,0.924339,0.888014,0.266555,-0.717034,-0.987848,-0.419887,-0.397984,1.92856,-1.02439,1.96679,-1.24203,-0.558233,0.336549,-0.970044,1.34117,-0.79114,-1.7684,2.21561,0.657744,0.506256,0.41025,0.0713249,-0.032583,-0.205475,1.96213,0.366144,0.68357,1.19586,0.6176,-1.55649,0.41225,1.92584,-0.345936,-1.22346,0.564276,1.39368,-1.10296,0.0487373,-1.28478,0.579366,-0.972548,-0.213464,-0.335494,-1.20076,0.258366,-0.604421,-0.99224,0.827696,0.561262,1.57411,-0.370128,0.725753,0.00782963,0.681287,0.601506,0.506514,1.93881,0.404717,-1.2073,0.475694,1.77832,-0.535633,-0.0693433,0.0455268,-1.41655,-0.802479,-0.988459,1.20993,0.246747,1.19955,-0.944083,0.100671,0.709553,-0.924644,1.96828,-0.99227,-1.56583,1.09591,0.735648,0.408704,-0.385248,-0.206795,0.309947,0.628926,0.398144,0.342833,0.746465,0.808132,0.960733,0.433863,-0.900028,-1.25481,0.554272,1.76468,0.505732,-1.02345,-1.81448,-1.65659,1.49091,0.149022,-1.01558,0.913119,-1.12186,0.843667,0.417565,0.890706,-1.01223,-0.223679,0.319803,-0.0358938,-1.08232,0.484922,-0.662552,0.557123,0.0151763,0.0968685,0.97613,1.92458,1.44262,-0.226506,-0.305523,-0.413977,0.27794,0.0458472,1.32388,2.96216,0.608929,1.64071,-1.21142,-1.53495,-1.34076,-0.275048,-0.0575195,-1.01832,-1.47612,-0.600987,-1.4284,-1.02072,-0.081927,0.542758,0.331822,0
-1.06941,-0.824454,-1.04263,0.355877,0.194657,-1.66713,0.590629,-0.0126334,0.424669,-1.15835,1.28046,0.325984,-0.00144545,1.90664,1.71418,-0.131768,1.3683,0.109787,0.792119,0.465329,0.194791,0.439447,0.852889,-1.07436,-1.18666,0.411142,0.604237,0.496975,-0.701283,-1.21785,-0.419887,-0.407362,1.89396,-1.19359,2.03314,-1.22451,-0.54868,0.0916019,-0.984222,0.13993,-0.944887,-1.7684,-0.968137,1.83735,1.57329,0.231541,2.5892,0.392212,0.358408,-0.409964,-0.132137,0.606331,0.562696,0.265428,-1.55649,-0.0927237,0.735984,-0.308271,-1.23966,-1.30434,1.3627,-1.10296,0.00753168,-1.30762,0.567619,-0.972548,-0.0678872,-0.419131,-0.920564,-0.841299,-0.982573,-0.99224,0.946619,1.27404,0.548027,1.77652,0.684295,1.58288,0.645124,0.573547,0.368092,0.422882,0.320235,-1.24865,-1.25806,0.595461,-0.370535,-0.285428,0.0764785,-1.43268,-0.802479,-0.973712,1.16194,0.105451,1.19955,-0.952875,0.150974,0.854866,-0.862383,0.536603,-0.981324,-1.56583,1.36377,1.7333,1.9652,0.547628,2.58589,0.564489,0.741077,1.1787,0.363909,0.700875,0.740173,0.766377,-0.859641,-0.0399502,-1.23882,0.816238,0.85122,0.756683,-1.19007,-1.81448,-1.66649,1.47653,0.140184,-0.994615,-1.1086,-1.2214,-0.498873,0.437953,0.907199,-0.976646,0.148888,0.084851,1.56863,0.101509,0.454308,-0.0825066,0.578231,-0.124696,0.415272,0.00537754,0.38236,0.47282,-0.226506,-0.305523,-0.274205,-0.943345,-0.658145,0.387214,2.96216,0.608929,1.6111,-1.19842,-1.55525,-1.34076,-0.227265,-0.882973,-1.04179,-1.47612,-0.600987,-1.4284,-1.00392,-0.0637681,0.542758,0.363697,0
