f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,clase
-1.58218,-0.573382,0.0764721,-0.405319,-1.19744,0.778137,1.08459,-1.11587,0.445774,1.42231,-0.145918,-0.216656,-1.33125,-0.301942,0
-0.409199,0.0687688,0.431006,-0.694195,-0.0313595,0.778137,-0.97159,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,-0.301942,0
1.05703,0.71092,0.702479,-0.116443,-0.420053,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,13.3944,-0.216656,-0.0354289,-0.301942,1
-0.922379,-0.573382,0.629888,-0.116443,-0.420053,0.778137,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-1.25026,-0.301942,0
-0.555822,-0.573382,0.186354,2.48344,-1.58613,-0.908854,1.42729,-0.307769,-0.379355,-0.703061,0.139108,-0.216656,-0.0354289,2.98274,0
-0.629133,-0.573382,-1.2518,-0.116443,-0.420053,0.778137,1.08459,2.11654,-0.379355,-0.703061,-0.145918,4.74909,0.126548,-0.301942,0
1.35028,1.35307,0.843057,-0.116443,-0.420053,-0.0653585,1.08459,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.115953,-0.573382,-0.137815,1.90569,1.52341,-0.0653585,-0.286195,2.11654,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
-0.48251,-0.573382,2.01832,-0.694195,-0.0313595,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.612479,-0.301942,0
0.470539,-0.573382,-0.817057,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
1.05703,2.63737,-0.311714,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,1.8884,-0.216656,-0.440372,-0.301942,1
-0.262576,-0.573382,-0.0251953,-0.983071,1.13472,-0.0653585,-0.628892,0.500333,-0.379355,1.42231,-0.145918,4.69698,1.98928,-0.301942,0
-0.189264,0.0687688,-0.803007,-0.694195,-0.0313595,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.1794,-0.301942,1
-0.115953,0.71092,1.95218,-0.983071,1.13472,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,3.20411,-0.301942,1
0.763785,-0.573382,-1.32161,-0.694195,-0.0313595,-0.0653585,0.741897,0.500333,-0.379355,-0.703061,0.304301,-0.216656,0.369514,-0.301942,0
1.42359,2.63737,-1.33913,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.250604,-0.573382,0.526183,-0.116443,-0.420053,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
-0.99569,-0.573382,0.333156,-0.694195,-0.0313595,3.30862,0.0565023,2.11654,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.629133,0.0687688,-0.206427,0.750185,0.357334,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,1.8884,-0.216656,1.98928,-0.301942,1
0.397227,-0.573382,-0.623357,-0.983071,1.13472,-0.0653585,-0.97159,0.500333,0.445774,-0.703061,-0.145918,-0.216656,-0.0354289,1.50463,0
0.54385,-0.573382,-0.324864,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.42236,-0.301942,1
1.4969,-0.573382,0.900575,-0.983071,1.13472,-0.908854,1.08459,-1.92397,-0.379355,1.42231,0.244723,-0.216656,-0.845314,-0.301942,0
-0.99569,-0.573382,0.215222,-0.983071,1.13472,0.778137,-0.286195,-1.11587,-0.379355,-0.703061,-0.145918,3.10873,-0.0354289,-0.301942,0
-1.58218,1.99522,-1.49365,1.03906,-1.97483,0.778137,-0.97159,-1.11587,2.92116,-0.703061,-0.145918,-0.216656,-2.54607,-0.301942,0
0.617162,2.63737,-0.457559,1.03906,-1.97483,-0.0653585,-0.97159,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.36225,-0.573382,-0.179805,-0.694195,-0.0313595,0.778137,1.42729,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.409199,-0.573382,-0.288549,-0.116443,-0.420053,-0.0653585,-0.97159,2.11654,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.690473,-0.573382,-0.130292,-0.116443,-0.420053,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.983719,-0.573382,-0.679805,-0.983071,1.13472,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,13.3944,-0.216656,0.774456,-0.301942,1
-0.115953,-0.573382,-1.54316,-0.116443,-0.420053,-0.0653585,-0.286195,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-2.30311,-0.301942,0
0.103982,-0.573382,-0.983263,2.48344,-1.58613,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.690473,-0.573382,-0.609734,1.90569,1.52341,-0.0653585,-0.286195,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.837096,-0.573382,-1.10171,-0.694195,-0.0313595,-0.0653585,-0.97159,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.21562,-0.573382,0.236406,2.48344,-1.58613,-0.908854,0.741897,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.71683,-0.573382,-0.260856,0.172433,1.91211,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,3.82344,2.39423,-0.301942,0
0.0306701,1.99522,0.125927,-0.116443,-0.420053,1.62163,2.45538,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.0426414,-0.573382,-0.0894019,-0.983071,1.13472,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.177293,-0.573382,-0.638535,-0.694195,-0.0313595,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,4.46619,0.774456,-0.301942,1
-0.849067,-0.573382,-0.395162,2.48344,-1.58613,0.778137,0.741897,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.14231,-0.573382,0.10606,-0.116443,-0.420053,0.778137,1.08459,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.069,-0.573382,0.229262,-0.694195,-0.0313595,0.778137,1.08459,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.71683,-0.573382,-0.521178,2.77232,2.3008,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,0.89507,-0.216656,-0.0354289,2.98274,1
0.397227,-0.573382,-0.477881,1.61681,-0.808747,-0.0653585,1.76999,2.11654,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.14231,-0.573382,1.19468,-0.983071,1.13472,0.778137,1.08459,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.845314,-0.301942,0
0.470539,-0.573382,-0.380278,-0.694195,-0.0313595,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.910408,-0.573382,-0.335731,1.32794,-2.36352,-0.908854,2.45538,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.617162,-0.573382,-0.73881,-0.694195,-0.0313595,0.778137,-0.97159,0.500333,2.92116,1.42231,-0.145918,-0.216656,-0.440372,0.683462,0
-0.702444,-0.573382,-0.737834,-0.694195,-0.0313595,-0.908854,1.42729,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.409199,-0.573382,-1.05231,-0.405319,-1.19744,0.778137,-0.97159,0.500333,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.323916,1.99522,-0.276688,-0.983071,1.13472,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.43556,1.67415,-1.20554,-0.983071,1.13472,0.778137,0.570548,-1.11587,2.92116,1.42231,-0.145918,-0.216656,-0.0354289,2.65427,0
-1.43556,-0.573382,-0.620686,-0.694195,-0.0313595,0.778137,0.3992,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.763785,1.67415,0.675326,2.48344,-1.58613,1.62163,0.570548,-1.11587,-0.379355,-0.703061,0.148721,-0.216656,-0.0354289,-0.301942,0
-0.0426414,0.0687688,0.639239,-0.116443,-0.420053,0.778137,1.42729,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.936433,-0.301942,0
-0.48251,1.99522,0.516245,-0.983071,1.13472,0.778137,0.0565023,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
2.44995,1.67415,0.222422,-0.116443,-0.420053,2.46513,0.570548,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-2.62706,-0.301942,0
-0.555822,-0.573382,-0.195873,-0.983071,1.13472,0.778137,-0.628892,-1.11587,0.445774,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
0.0306701,-0.573382,-0.578526,-0.116443,-0.420053,-0.0653585,1.08459,0.500333,-0.379355,-0.703061,1.27853,-0.216656,-0.0354289,-0.301942,1
0.690473,0.0687688,-1.1771,-0.116443,-0.420053,-0.908854,1.42729,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
0.103982,-0.573382,-0.818412,-0.694195,-0.0313595,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1
-1.21562,-0.573382,-0.195077,-0.116443,-0.420053,0.778137,-0.286195,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.0426414,0.0687688,1.25405,-0.983071,1.13472,-0.908854,-0.97159,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-2.46508,-0.301942,0
-0.409199,-0.573382,-0.384599,-0.116443,-0.420053,0.778137,0.0565023,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
-0.115953,-0.573382,6.82728,-0.983071,1.13472,0.778137,-0.628892,0.500333,2.92116,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.43556,-0.573382,-0.125139,-0.405319,-1.19744,0.778137,0.741897,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
-1.069,-0.573382,0.249651,-0.983071,1.13472,0.778137,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
-0.629133,-0.573382,-1.54023,-0.405319,-1.19744,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
-1.21562,2.63737,-0.103841,-0.694195,-0.0313595,0.778137,0.0565023,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,0
0.54385,2.63737,0.795762,-0.116443,-0.420053,-0.908854,-1.65698,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
2.08339,-0.573382,1.21985,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,-0.301942,0
-0.262576,1.67415,2.48377,-0.116443,-0.420053,0.778137,0.570548,2.11654,2.92116,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.617162,-0.573382,-0.828616,-0.116443,-0.420053,1.62163,-1.31429,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.42359,0.0687688,0.20624,1.61681,-0.808747,-0.0653585,-0.628892,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.936433,-0.301942,0
0.470539,-0.573382,-1.35834,1.90569,1.52341,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.359383,0.0265258,1
1.13034,-0.573382,-1.28797,-0.116443,-0.420053,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
1.57021,-0.573382,-1.28917,-0.116443,-0.420053,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
-0.922379,-0.573382,1.1476,-0.694195,-0.0313595,-0.908854,-0.286195,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
-0.48251,-0.573382,1.76272,-0.405319,-1.19744,0.778137,-1.31429,1.30843,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.397227,0.0687688,-0.0968391,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,4.68954,0.369514,-0.301942,1
-0.115953,-0.573382,-1.13253,-0.116443,-0.420053,0.778137,-0.97159,-1.11587,0.445774,1.42231,-0.145918,-0.216656,-0.0354289,2.16157,0
-0.555822,-0.573382,-0.134821,-0.116443,-0.420053,0.778137,-0.97159,0.500333,2.09603,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
0.910408,-0.573382,-0.604153,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.983719,-0.573382,-0.396991,-0.983071,1.13472,-0.908854,-0.628892,-1.92397,-0.379355,1.42231,1.8884,-0.216656,1.58434,-0.301942,1
0.470539,-0.573382,2.26027,-0.116443,-0.420053,-0.908854,0.741897,-1.92397,-0.379355,1.42231,-0.145918,4.10139,-0.0354289,-0.301942,0
-0.189264,1.67415,0.105406,0.461309,0.746028,-0.908854,0.570548,-1.92397,2.92116,1.42231,-0.145918,-0.216656,-1.57421,4.29661,0
0.103982,2.63737,1.47978,0.461309,0.746028,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
-0.849067,-0.573382,-0.587232,3.06119,-2.75221,0.778137,1.42729,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,2.98274,0
1.35028,-0.573382,-0.131088,-0.694195,-0.0313595,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,1
-0.775756,-0.573382,-0.94799,-0.116443,-0.420053,0.778137,-0.628892,0.500333,-0.379355,1.42231,0.152242,-0.216656,0.612479,-0.301942,0
-0.335887,0.71092,-0.132803,-0.983071,1.13472,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
0.983719,-0.573382,-0.291666,-0.116443,-0.420053,-0.0653585,-0.97159,1.30843,2.92116,1.42231,-0.145918,-0.216656,-0.197406,-0.301942,0
1.20365,0.0687688,-1.29692,0.172433,1.91211,-0.908854,0.0565023,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-2.46508,-0.301942,0
2.37664,0.71092,-0.53015,-0.116443,-0.420053,-0.908854,1.08459,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,1
-0.409199,-0.573382,0.483038,-0.694195,-0.0313595,-0.908854,0.741897,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.629133,-0.573382,-1.42799,-0.116443,-0.420053,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.43556,-0.573382,1.26616,-0.694195,-0.0313595,0.778137,0.3992,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.189264,0.0687688,-0.509241,1.03906,-1.97483,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.845314,-0.301942,0
0.397227,-0.573382,-0.658469,-0.983071,1.13472,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,1.8884,-0.216656,0.774456,2.3258,1
-0.922379,1.67415,0.208618,-0.116443,-0.420053,1.62163,0.570548,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.50887,-0.573382,0.235326,-0.694195,-0.0313595,0.778137,-0.628892,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-1.97915,-0.301942,0
0.763785,1.99522,-0.782069,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,4.75158,-0.0354289,-0.301942,0
0.397227,-0.573382,-0.752472,-0.983071,1.13472,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.837096,0.71092,-0.280695,-0.694195,-0.0313595,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
0.983719,-0.573382,-0.903718,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.54385,-0.573382,-0.85214,0.172433,1.91211,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
0.397227,-0.573382,-1.38387,0.461309,0.746028,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,0.89507,-0.216656,-0.0354289,-0.301942,1
0.323916,-0.573382,-1.00448,-0.694195,-0.0313595,0.778137,-0.286195,2.11654,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
-1.36225,-0.573382,-0.0921494,-0.694195,-0.0313595,0.778137,-0.628892,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-1.6552,-0.301942,0
0.617162,-0.573382,-0.179369,0.461309,0.746028,-0.908854,1.08459,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,2.3258,1
0.323916,-0.573382,-1.43857,1.90569,1.52341,-0.0653585,-0.286195,2.11654,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
1.86346,1.67415,-0.203111,-0.116443,-0.420053,-0.908854,0.570548,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,1
-1.069,-0.573382,-1.43367,-0.694195,-0.0313595,0.778137,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.115953,-0.573382,-0.218232,-0.116443,-0.420053,-0.0653585,-0.97159,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-2.30311,-0.301942,0
-0.922379,-0.573382,0.464137,-0.116443,-0.420053,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
0.837096,-0.573382,-0.466001,-0.116443,-0.420053,-0.908854,0.741897,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.36225,0.0687688,0.205473,-0.116443,-0.420053,0.778137,1.76999,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,3.20411,-0.301942,0
-0.115953,-0.573382,-0.0117325,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,4.50341,0.369514,-0.301942,1
0.323916,-0.573382,-1.423,-0.116443,-0.420053,0.778137,-0.97159,0.500333,2.92116,1.42231,-0.145918,-0.216656,0.369514,-0.301942,0
-0.115953,-0.573382,-0.176489,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,4.46619,0.774456,-0.301942,1
-0.99569,-0.573382,-1.52779,-0.116443,-0.420053,0.778137,-0.97159,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.58218,-0.573382,-0.814092,-0.405319,-1.19744,0.778137,1.08459,-1.11587,-0.379355,1.42231,-0.00306675,-0.216656,-1.6552,-0.301942,0
-1.43556,-0.573382,1.75555,-0.116443,-0.420053,0.778137,-0.628892,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
0.397227,-0.573382,-0.362618,-0.694195,-0.0313595,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
0.763785,-0.573382,-1.49281,-0.116443,-0.420053,-0.908854,-0.286195,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,0.207537,-0.301942,0
0.397227,-0.573382,0.121143,-0.116443,-0.420053,-0.0653585,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
1.13034,-0.573382,-0.112282,1.90569,1.52341,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
-0.115953,-0.573382,0.634246,-0.694195,-0.0313595,-0.0653585,1.08459,2.11654,2.92116,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
-1.50887,-0.573382,-1.35984,-0.694195,-0.0313595,0.778137,-0.97159,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-2.06014,-0.301942,0
-0.702444,-0.573382,-0.736593,-0.116443,-0.420053,-0.0653585,-1.31429,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.774456,-0.301942,0
-0.262576,-0.573382,-0.198592,-0.116443,-0.420053,0.778137,0.741897,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.48251,1.67415,-0.293646,1.32794,-2.36352,2.46513,0.570548,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.069,-0.573382,-1.16112,-0.983071,1.13472,0.778137,0.741897,0.500333,0.445774,-0.703061,-0.145918,-0.216656,0.369514,1.50463,0
0.323916,-0.573382,0.113166,1.90569,1.52341,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,4.50341,-0.0354289,-0.301942,1
0.617162,1.35307,-0.204523,-0.694195,-0.0313595,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
0.763785,-0.573382,-0.798999,1.61681,-0.808747,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.116417,-0.301942,0
-0.555822,-0.573382,-0.390131,-0.116443,-0.420053,-0.908854,0.741897,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.0306701,-0.573382,-1.60933,-0.694195,-0.0313595,-0.0653585,1.08459,2.11654,1.2709,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.262576,-0.573382,-1.51016,-0.983071,1.13472,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1
-0.0426414,-0.573382,-0.025669,-0.116443,-0.420053,-0.908854,1.76999,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
0.910408,1.99522,-0.839975,-0.116443,-0.420053,-0.908854,2.45538,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,2.39423,-0.301942,0
-0.0426414,-0.573382,-0.977995,-0.983071,1.13472,-0.0653585,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.612479,-0.301942,1
0.103982,1.99522,0.276804,-0.694195,-0.0313595,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.126548,-0.301942,1
-0.702444,-0.573382,0.546344,-0.116443,-0.420053,-0.0653585,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
-0.555822,-0.573382,-1.06248,0.750185,0.357334,-0.908854,-0.97159,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.126548,-0.301942,0
-1.069,-0.573382,-0.0920736,1.90569,1.52341,0.778137,-0.286195,-1.11587,-0.379355,-0.703061,0.781466,-0.216656,4.014,-0.301942,0
-0.262576,-0.573382,0.473488,-0.983071,1.13472,0.778137,-0.97159,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.197406,-0.301942,0
-0.849067,-0.573382,1.78021,0.750185,0.357334,0.778137,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
1.35028,1.99522,-1.30281,-0.116443,-0.420053,-0.908854,1.76999,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,2.5562,-0.301942,0
-0.629133,-0.573382,-0.680392,-0.983071,1.13472,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.470539,-0.573382,-0.861178,-0.405319,-1.19744,-0.908854,-0.97159,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.683337,-0.301942,0
0.323916,0.0687688,0.034871,-0.694195,-0.0313595,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
-0.849067,-0.573382,0.280366,-0.116443,-0.420053,0.778137,-0.97159,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
0.470539,-0.573382,-0.858355,-0.405319,-1.19744,2.46513,1.08459,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.103982,-0.573382,0.332844,-0.116443,-0.420053,0.778137,0.741897,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.0426414,-0.573382,1.08832,-0.116443,-0.420053,-0.0653585,1.76999,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
1.57021,-0.573382,-0.785679,2.48344,-1.58613,-0.0653585,0.741897,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.05703,0.0687688,0.0620524,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1
0.103982,0.0687688,-1.47552,-0.116443,-0.420053,0.778137,1.42729,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,2.39423,-0.301942,0
0.910408,1.67415,-0.209639,-0.116443,-0.420053,-0.908854,0.570548,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.250604,-0.573382,0.587557,-0.694195,-0.0313595,-0.908854,0.0565023,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,0.774456,-0.301942,1
0.763785,-0.573382,-0.283869,-0.983071,1.13472,-0.908854,0.0565023,-1.92397,-0.379355,1.42231,13.3944,-0.216656,-1.6552,-0.301942,1
-1.069,-0.573382,0.366136,-0.116443,-0.420053,0.778137,0.3992,1.30843,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.922379,-0.573382,-0.21249,-0.694195,-0.0313595,-0.908854,-1.65698,-0.307769,-0.379355,-0.703061,0.274241,-0.216656,-0.0354289,-0.301942,1
0.837096,-0.573382,-0.174707,-0.694195,-0.0313595,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,13.3944,-0.216656,0.774456,-0.301942,1
0.910408,-0.573382,-0.659454,0.750185,0.357334,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,0.274241,-0.216656,0.774456,-0.301942,1
-1.58218,1.67415,-0.293855,2.48344,-1.58613,0.778137,0.570548,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.555822,-0.573382,0.93454,2.48344,-1.58613,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
