f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,clase
0.0742209,0.0725344,-0.487991,0.0582237,0.0605016,0.0600563,0.0673834,0.0606296,0.0655474,0.059001,0.0671451,-0.439011,0.0470332,0.0648228,0.05886,-0.469128,0.0561491,-0.133149,0.0610962,-0.00269005,0.05173,0.0613442,-0.551696,0.0434854,0.0594267,0.0588007,0.0412431,0.0600673,0.0602438,0.0442844,0.0771476,0.0561739,0.0720325,0.47085,0.0591555,0.0595719,0.0602584,0.0780642,0.0530551,0.059221,-0.421461,-0.226039,0.0681071,0.0673436,0.0602495,0.0595647,0.0611492,0.0423019,0.0541772,0.0620131,0
0.0636758,0.0452894,1.44617,0.0599893,0.0600913,0.0574054,0.0542665,0.0601438,0.0559322,0.0593556,0.0542417,-1.20639,0.0634991,0.0607161,0.0635114,0.39103,0.0602584,-0.291524,0.0586853,-0.00268164,0.0567517,0.0609753,0.514147,0.037796,0.061084,0.0702486,0.647238,0.0608309,0.059679,0.0666746,0.0955845,0.0622121,0.0535627,0.122671,0.0594107,0.0596339,0.0522538,0.0481581,0.060231,0.0608582,0.202729,0.105644,0.0537633,0.00183002,0.0599418,0.0616783,0.0658828,0.101994,0.0604073,0.06052,0
0.038676,0.0510707,-0.605376,0.0594409,0.0601167,0.0625756,0.0616436,0.0613345,0.0565137,0.0591523,0.0580377,-0.596873,0.0601625,0.0598577,0.0688963,0.417622,0.0624029,-0.0569836,0.0593114,-0.00267778,0.055835,0.061054,0.626221,0.0403909,0.0607717,0.0718286,1.16179,0.0558708,0.0598281,0.0554595,0.0412102,0.0584584,0.0671677,0.869085,0.0609421,0.0604359,0.0632609,0.0792132,0.0614495,0.0603261,-0.37856,-0.0554459,0.0614688,0.0237817,0.0599418,0.061013,0.0627959,0.0332395,0.0336288,0.0593001,0
0.0517219,0.040041,4.63952,0.059769,0.060225,0.0574054,0.058223,0.0606422,0.0534331,0.0597662,0.0551168,-1.20721,0.0595575,0.0639904,0.0721819,1.41899,0.0663212,-0.103323,0.0589788,-0.00268455,0.0470324,0.0612571,0.932039,0.042866,0.0609932,0.0730844,3.33004,0.0629379,0.0595018,0.0700102,0.0898579,0.0627434,0.0570101,-0.152515,0.0597104,0.0598366,0.0509269,0.0564951,0.0615642,0.0605085,0.663661,0.00363386,0.0463037,-0.0139125,0.0599418,0.0610006,0.0601329,0.0917603,0.0433713,0.0604734,0
0.0372993,0.0642372,0.775855,0.0595007,0.0600342,0.0574054,0.0599138,0.0612316,0.0564439,0.0612472,0.0585051,-1.20474,0.0638947,0.0560446,0.0694704,-0.1971,0.0592958,0.272571,0.0600063,-0.00269554,0.0714244,0.0601043,-0.401202,0.0487563,0.0609625,0.0636442,-0.351759,0.0561319,0.061079,0.0547469,0.0193953,0.0553103,0.0772324,1.00363,0.0604847,0.0588201,0.0731735,0.0881393,0.0630101,0.0596663,-0.617643,-0.0824036,0.0544896,0.0684604,0.0599418,0.0600809,0.0665035,0.0293751,0.0255523,0.0596726,0
0.0332282,0.042776,-0.506991,0.0591471,0.0603603,0.0612713,0.0646012,0.0607873,0.0601278,0.060632,0.0625802,0.94893,0.0683425,0.0633764,0.0693208,1.77438,0.0728822,-0.228022,0.0602072,-0.00268837,0.0570547,0.0595676,0.725842,0.0796353,0.0607292,0.0532744,-0.667811,0.0539283,0.0600141,0.0648124,0.0278105,0.0635445,0.0480853,-1.36295,0.0605889,0.0604131,0.0803421,0.0348077,0.069242,0.0598728,0.390334,0.177236,0.0405818,0.0758043,0.0600123,0.0590529,0.0576913,0.0291054,0.0361139,0.0600794,0
0.054163,0.071646,-0.382671,0.0597262,0.0600473,0.0597591,0.0582887,0.0580517,0.0597552,0.0599688,0.0612519,0.544051,0.0470011,0.0565824,0.0499565,-0.727275,0.0556163,-0.306491,0.0606575,-0.00267666,0.0993863,0.0593244,-0.326945,0.0767888,0.0601753,0.0771304,-0.921483,0.0603731,0.0586653,0.07322,0.039703,0.0669527,0.0528473,-0.395994,0.0594888,0.0607823,0.060086,0.0485054,0.0598901,0.0607232,0.451473,0.97819,0.0452135,0.00873779,0.0599418,0.0589381,0.0611312,0.0649313,0.0544887,0.0611073,0
0.0311184,0.0497961,-0.615032,0.0593885,0.0601067,0.064067,0.0607898,0.0605682,0.0594624,0.0607998,0.0661569,1.26791,0.069005,0.060615,0.0582574,0.305004,0.0640705,-0.298116,0.0601995,-0.00269081,0.0628817,0.059573,-0.186126,0.0961647,0.0609905,0.0624285,-0.794555,0.0583126,0.0599927,0.060919,0.0204281,0.0692671,0.0498406,-0.876776,0.0599913,0.060955,0.0703904,0.0381941,0.0621751,0.059595,0.0252048,-0.0103503,0.0523529,0.0707012,0.0599659,0.0586774,0.0620931,0.0285207,0.029231,0.061181,0
0.0418195,0.0416395,6.56783,0.0592326,0.0602783,0.0574054,0.0682243,0.0619636,0.0583517,0.0606755,0.0571641,-1.21997,0.0676542,0.057878,0.0738182,1.32933,0.0743443,0.615352,0.0610414,-0.00267415,0.098087,0.0601461,1.34982,0.0654501,0.0604259,0.0795519,-0.714701,0.0569249,0.0586799,0.0653193,0.00323073,0.0653262,0.0551817,0.452517,0.0608323,0.0601344,0.0753589,0.0502817,0.0628421,0.059625,0.304704,1.44405,0.0336945,0.0138598,0.0599418,0.0590312,0.0500567,0.0209544,0.0413198,0.059366,0
0.0424188,0.0405764,8.76169,0.0592012,0.0608397,0.0574054,0.0623009,0.0618386,0.0603724,0.059372,0.0619045,-1.20289,0.0684953,0.0648099,0.081766,2.30082,0.0777027,0.57087,0.0607092,-0.00269182,0.0643977,0.0595559,1.91435,0.0499167,0.0607364,0.0677479,0.362923,0.0543913,0.0596918,0.0580895,0.00062856,0.0652858,0.0590998,0.497282,0.0604095,0.0580837,0.0821405,0.0610158,0.0692487,0.0598948,0.416003,1.15803,0.0375006,0.0225288,0.0599418,0.0591018,0.0473774,0.0231617,0.0353093,0.0599617,0
0.0657018,0.0568949,-0.626353,0.0595048,0.0600088,0.0612351,0.0548,0.0595329,0.0570841,0.0593839,0.0551535,-1.10353,0.0376599,0.0562096,0.0559464,-0.527799,0.0558914,-0.24969,0.0597087,-0.00266011,0.0711264,0.060495,-0.114624,0.0479092,0.0610745,0.0725624,0.781862,0.0605405,0.0586373,0.0745965,0.0704727,0.0678197,0.0549802,0.607471,0.0593401,0.0616247,0.0531196,0.0694773,0.0569102,0.0612344,0.110172,0.393751,0.0722609,-0.0115038,0.0599418,0.0611784,0.0677086,0.0915221,0.0743467,0.0598386,0
0.0428314,0.0503426,-0.236666,0.0590461,0.0607436,0.0610444,0.0666993,0.0613918,0.0651406,0.0593509,0.0703761,-0.222191,0.0660708,0.0643874,0.0686488,0.538971,0.0628626,0.0930862,0.0597889,-0.0026837,0.0245585,0.0603079,0.626904,0.0417896,0.0605257,0.0156773,0.705585,0.0563994,0.0607758,0.0552452,0.0323562,0.0559167,0.0809112,0.570377,0.0611178,0.058894,0.0636806,0.0812092,0.0633981,0.0601886,-0.00205376,-0.235831,0.0478217,0.186617,0.0606881,0.0606856,0.0475224,0.0310614,0.0350706,0.0586424,0
0.0275581,0.0489183,-0.508537,0.0594425,0.0599659,0.0663591,0.0643573,0.06116,0.0603246,0.0622044,0.0602686,0.451298,0.0688099,0.0562105,0.056795,0.145927,0.065319,-0.118551,0.0613992,-0.00268167,0.0926149,0.0599015,-0.181098,0.139806,0.0609203,0.0800974,-0.938404,0.0525074,0.0596567,0.0574808,0.00447635,0.0624808,0.0474202,-0.232444,0.0615736,0.0627379,0.102226,0.0325391,0.054336,0.0593158,-0.395104,0.00590536,0.0670474,0.0264283,0.0599418,0.0581707,0.0628816,0.0209809,0.0334116,0.0596181,0
0.0460902,0.0442485,3.33313,0.0599686,0.0600501,0.0574054,0.0622183,0.0610546,0.0557173,0.0599641,0.0570298,-1.20505,0.0627512,0.0577593,0.0685866,1.06469,0.0671317,-0.262036,0.0593434,-0.00267581,0.0659166,0.0606006,0.76512,0.0537675,0.060811,0.0707382,-0.952786,0.0593569,0.0596497,0.0666948,0.0648414,0.0652023,0.0484744,-0.232309,0.0602229,0.0606041,0.05851,0.0383816,0.0617365,0.0602144,0.159352,0.0995253,0.0577671,0.0134001,0.0599418,0.060402,0.067279,0.0419306,0.0430412,0.0601389,0
0.0239584,0.0404148,-0.420309,0.0591044,0.0604987,0.0648064,0.0636402,0.0614967,0.0571582,0.0607301,0.0578419,0.8362,0.068619,0.0611008,0.0786422,2.76327,0.0832431,-0.0935125,0.0599663,-0.00268381,0.0591529,0.0604463,1.97903,0.0631863,0.0608889,0.0581656,-0.85105,0.0546641,0.0600915,0.0629822,0.039449,0.0644064,0.0506889,-0.791374,0.0611365,0.0606371,0.0774163,0.040502,0.0638147,0.0599984,0.146106,0.0207952,0.0485416,0.0555998,0.0600738,0.0597135,0.0620076,0.0261369,0.0336456,0.0600498,0
0.0497854,0.0587129,-0.278027,0.0589566,0.0602303,0.0605003,0.0559094,0.0604828,0.0586579,0.0604029,0.0625735,1.21928,0.0596101,0.0622305,0.05149,-0.345256,0.0595261,-0.241792,0.0600889,-0.00269027,0.0738198,0.0600288,-0.352977,0.0884398,0.0607997,0.07143,-0.821323,0.0582951,0.059677,0.0626179,0.0254432,0.065322,0.0458187,-1.05976,0.0599242,0.0602494,0.0553078,0.0310475,0.0610391,0.0597641,0.435023,0.477886,0.0479463,0.0389503,0.0599418,0.0585509,0.0606742,0.0448738,0.0510377,0.0607592,0
0.0518709,0.0589599,-0.607241,0.0596061,0.0600583,0.0606716,0.0629977,0.0602233,0.0559029,0.0606323,0.0589029,-0.80496,0.045312,0.056857,0.0568754,-0.354603,0.0577516,-0.244415,0.0594721,-0.0026779,0.082106,0.0602152,-0.303988,0.0635342,0.0609164,0.0760811,-0.691208,0.0610992,0.0592811,0.0725979,0.0443292,0.0669855,0.0515661,0.639146,0.0598051,0.0606559,0.0563293,0.0429177,0.0588583,0.0602052,0.164954,0.615398,0.064058,0.00538913,0.0599418,0.0598223,0.0671739,0.0647001,0.0623224,0.0605502,0
0.0529952,0.0453166,0.262496,0.0595588,0.0600799,0.0606465,0.0583637,0.0603549,0.0566709,0.0598561,0.0578216,0.268028,0.0662298,0.0599407,0.0611387,0.416642,0.0640413,-0.0304821,0.0599211,-0.00267667,0.0678842,0.0606491,0.273627,0.057398,0.0608327,0.0707183,-0.932248,0.0593479,0.0594519,0.0680994,0.0625662,0.0677523,0.0507335,-0.611697,0.0602945,0.0613629,0.0581666,0.0417628,0.0569872,0.0602011,0.0992849,0.188623,0.0582102,0.0139027,0.0599621,0.0602408,0.0672192,0.0403202,0.04725,0.0602231,0
0.0500928,0.0452119,-0.414519,0.0593101,0.0602661,0.0626367,0.0597965,0.0599826,0.059754,0.0598729,0.0627579,1.47362,0.0619457,0.0635988,0.0577003,0.66196,0.0632722,-0.273068,0.0595335,-0.00268663,0.0536967,0.0592601,0.435619,0.0589547,0.0610623,0.043481,-0.167893,0.0595133,0.0597202,0.0651649,0.0429075,0.0644384,0.0432175,-2.10261,0.059511,0.0599015,0.0489181,0.0275166,0.0689126,0.0602614,1.02001,0.627002,0.0368124,0.0835491,0.0600148,0.0593129,0.0533858,0.0438824,0.0532811,0.0604495,0
0.0295506,0.0388284,1.22508,0.0596095,0.0604634,0.0621669,0.0616474,0.0617761,0.0575994,0.0602523,0.0577449,0.162844,0.0692609,0.0599805,0.0964638,4.40779,0.0953503,-0.171988,0.0606663,-0.00268663,0.0631113,0.0598987,3.09596,0.0616925,0.0609144,0.0715803,-0.901717,0.0532011,0.0601413,0.0621335,0.0215674,0.0647785,0.0529031,-0.231305,0.060823,0.0595341,0.0995546,0.0435947,0.0642581,0.0598745,0.243074,0.4034,0.0439462,0.0292255,0.0599882,0.0594323,0.0595965,0.0250411,0.033516,0.0600754,0
0.0338613,0.0477434,-0.539402,0.05909,0.0602638,0.0637168,0.0611349,0.0614557,0.0591722,0.0611936,0.0600399,-0.499548,0.0609821,0.0589804,0.0646184,0.51362,0.0654696,0.0669209,0.0603664,-0.00268378,0.0748701,0.0603438,0.233872,0.053913,0.0608262,0.0707429,-0.0105966,0.0531724,0.059676,0.0523136,0.0205622,0.0612808,0.0605072,0.666053,0.0605261,0.0603642,0.100951,0.0613839,0.0584261,0.059939,-0.341341,0.202117,0.0649543,0.0492684,0.059969,0.0592304,0.0598801,0.0227036,0.0283377,0.0602818,0
0.0724989,0.0571526,-0.351231,0.0596857,0.0601564,0.0619841,0.0607307,0.0594366,0.0622998,0.0596119,0.0632699,0.293444,0.0575319,0.0647665,0.0530765,-0.280202,0.0590654,-0.16056,0.0600966,-0.00268748,0.0282409,0.0597227,-0.0861432,0.0507465,0.0604996,0.0556813,0.524618,0.0584938,0.0602384,0.0593582,0.0488136,0.0671639,0.056185,-0.569352,0.0595429,0.0594302,0.0619642,0.0536941,0.0624735,0.0602105,0.201696,0.154397,0.0553097,0.0668639,0.0600239,0.0597868,0.0585866,0.0517497,0.0660204,0.0614969,0
0.0515576,0.0546876,-0.570153,0.059315,0.0601662,0.0643437,0.0608945,0.060422,0.0580177,0.0605269,0.0629682,0.141794,0.0665312,0.059546,0.0598062,-0.0575777,0.0605925,-0.267911,0.0601817,-0.00268636,0.0584094,0.0599926,-0.330939,0.086243,0.0605495,0.0636315,-0.730775,0.0565093,0.0601111,0.0646436,0.0256528,0.0652302,0.0481847,-0.0311512,0.0602553,0.0600787,0.0645996,0.0462872,0.0613176,0.0596538,-0.0442528,0.176903,0.0501728,0.0374159,0.0599989,0.0587554,0.0629557,0.0351722,0.0572783,0.0615783,0
0.0405807,0.0528567,-0.58832,0.0599206,0.0600804,0.0652918,0.0566289,0.0594022,0.0582496,0.0602748,0.0611693,1.0658,0.054059,0.0583362,0.0533657,-0.0599658,0.059921,-0.305197,0.0603722,-0.00268354,0.0770825,0.0602211,-0.0167398,0.0695004,0.0607235,0.0722652,-0.938953,0.0591001,0.059431,0.0658095,0.0551996,0.0674547,0.0459115,-0.958555,0.060241,0.0614686,0.0599729,0.0341798,0.0588606,0.0601119,0.141616,0.197083,0.0577436,0.0422037,0.0599418,0.05924,0.0704175,0.0440246,0.0484288,0.0605035,0
0.0265313,0.0458421,0.236671,0.0604839,0.0601251,0.0600368,0.0627669,0.0613648,0.062228,0.0617991,0.057668,-0.527796,0.0655087,0.0578414,0.0643495,0.735302,0.0683596,-0.123009,0.0617977,-0.00269437,0.0806545,0.0606943,0.0388262,0.0994721,0.0610599,0.0771437,-0.781157,0.0531195,0.0607927,0.0510422,0.0159398,0.0594287,0.0462125,0.219098,0.0623444,0.0615497,0.101356,0.0213267,0.0560587,0.0592941,-0.553621,-0.354035,0.0724326,0.108986,0.0599418,0.0586708,0.0667069,0.0222583,0.0367767,0.0595126,0
0.033496,0.0442043,-0.40959,0.0592122,0.0600533,0.0600165,0.0631944,0.0617261,0.0593726,0.0602485,0.0604139,-0.886549,0.0661323,0.0570394,0.0691148,0.969315,0.0694686,0.786915,0.0609116,-0.00268503,0.0884669,0.060121,1.01014,0.0680203,0.0608637,0.0819189,0.265103,0.0528958,0.0595018,0.0587238,0.00194481,0.0638147,0.0637115,0.778432,0.060926,0.0591132,0.0968093,0.0674659,0.0643653,0.0597918,-0.0534449,0.702412,0.0427076,0.0256387,0.0599649,0.0590819,0.0522465,0.0212442,0.0327161,0.0593875,0
0.0378686,0.0428626,-0.561391,0.05914,0.0602903,0.0629573,0.0714285,0.0616598,0.057229,0.0605982,0.0610686,-0.5669,0.0685568,0.0577871,0.0737181,1.07964,0.0716911,-0.0419376,0.0598232,-0.00266432,0.0730158,0.0595795,1.11662,0.0439423,0.0605958,0.0714849,-0.700649,0.0546948,0.0591376,0.0712155,0.0118672,0.0657239,0.0467881,0.689661,0.0605069,0.0591206,0.071405,0.0360011,0.0615644,0.0599522,0.253578,1.25693,0.0461506,0.0236151,0.0599418,0.059888,0.0571096,0.0325266,0.0375924,0.0606319,0
0.0381432,0.0404286,-0.613963,0.0595436,0.0607551,0.0624498,0.0572924,0.0613691,0.0612627,0.0601795,0.0635963,0.777339,0.0686128,0.0627581,0.0876554,3.49089,0.0811343,-0.216763,0.0601642,-0.0026939,0.0444191,0.0592559,1.98765,0.0637213,0.0606297,0.0483082,0.0181047,0.0531597,0.0608855,0.0611457,0.0178912,0.0608198,0.0547208,-0.417673,0.060144,0.0587869,0.0920876,0.045993,0.0689862,0.0598773,0.450679,0.0122212,0.0367367,0.0712126,0.0603923,0.0594287,0.0512188,0.027601,0.0349163,0.0602262,0
0.0414669,0.0479808,-0.420766,0.0590502,0.0603888,0.0650451,0.0645023,0.0604328,0.0588652,0.0607216,0.0651397,1.53758,0.0672017,0.0639254,0.0587926,0.450801,0.0653572,-0.247205,0.0597567,-0.00268966,0.0524435,0.0602204,-0.0256145,0.108092,0.0607905,0.0623658,-0.813124,0.0566587,0.0597929,0.062426,0.0238735,0.0718585,0.0440635,-1.36165,0.0593068,0.0610075,0.0667268,0.0361347,0.062478,0.0596058,0.155789,0.110825,0.0511173,0.0841514,0.0599848,0.0584659,0.0634777,0.0355688,0.0343294,0.0616387,0
0.0286303,0.0393986,-0.608555,0.0595409,0.060124,0.0651757,0.0662138,0.0620942,0.0519365,0.0606854,0.0527275,0.00860201,0.0682312,0.0572777,0.0936094,3.49722,0.0852619,-0.225652,0.0595404,-0.00268175,0.0742656,0.0615992,2.71443,0.0538493,0.061082,0.0749742,-0.0673009,0.0565827,0.0597553,0.0683667,0.0496386,0.0636163,0.0462134,0.0486429,0.0609617,0.0604174,0.0619275,0.022062,0.06313,0.0600609,0.369685,0.40241,0.0515143,0.0152288,0.0599418,0.0601875,0.0652132,0.035902,0.0329696,0.0600157,0
0.0380315,0.0484656,-0.516546,0.0592121,0.0601954,0.065226,0.0650999,0.0600928,0.058885,0.0608693,0.0610806,1.58358,0.0635143,0.0604573,0.054903,0.281629,0.0637508,-0.285959,0.0606804,-0.00267328,0.0793201,0.059576,-0.0403318,0.0899125,0.0605855,0.0716008,-0.927311,0.0581268,0.0593787,0.0684068,0.037829,0.0672067,0.0475936,-1.35492,0.0606943,0.062244,0.0587973,0.0399053,0.0602386,0.060056,0.206239,0.332946,0.0568851,0.0632191,0.0599418,0.058734,0.0668669,0.034361,0.0317218,0.0598508,0
0.0430521,0.050607,1.67294,0.0601915,0.0601017,0.0590564,0.0634007,0.0611471,0.0572139,0.0593817,0.0579887,-1.15815,0.0608333,0.0584457,0.0667312,0.319158,0.0615534,-0.0956235,0.0602334,-0.00268429,0.07559,0.0604065,0.721092,0.0456856,0.060792,0.0807148,-0.56302,0.0589317,0.0603564,0.0600995,0.0464384,0.0623382,0.0539608,0.849297,0.0610098,0.0599511,0.0611486,0.0495447,0.0590099,0.0603649,-0.299195,0.247873,0.0694272,0.0390655,0.0599418,0.0602757,0.0689333,0.0350411,0.0453476,0.0595946,0
0.0303355,0.0434774,-0.553252,0.0592832,0.0602396,0.0641031,0.0643428,0.0613789,0.0600487,0.0612138,0.0612061,0.071589,0.0678465,0.059359,0.0719792,1.45729,0.071134,-0.050981,0.0599884,-0.00268049,0.0748528,0.0606937,0.920745,0.0661045,0.0601453,0.0729795,-0.865534,0.0544095,0.0593428,0.0614437,0.0237199,0.0616123,0.0551364,0.127709,0.0610764,0.0609407,0.0849052,0.053775,0.0592846,0.0598093,-0.055935,0.409383,0.0464032,0.029217,0.0599849,0.05936,0.0564131,0.0189446,0.0331325,0.0594611,0
0.0321323,0.0385547,-0.366808,0.059093,0.0604792,0.0637405,0.0630268,0.0621002,0.0538254,0.0605175,0.0584297,-0.123003,0.0688473,0.0613445,0.101633,4.22058,0.0936273,-0.00816302,0.059445,-0.00268283,0.0580889,0.0608483,3.45959,0.0507034,0.0610687,0.07128,1.10968,0.0557568,0.0594598,0.067389,0.0377791,0.0659353,0.0430408,0.00884472,0.0608883,0.0598684,0.0669633,0.016214,0.0648815,0.0600561,0.48709,0.708307,0.0451364,-0.00840039,0.0599857,0.0599614,0.057294,0.032689,0.0337733,0.0605084,0
0.0550301,0.0493852,0.232701,0.0594538,0.0600339,0.0574054,0.0608112,0.0600479,0.0564917,0.0606827,0.0605176,0.0221365,0.0503017,0.0564928,0.0508145,-0.292724,0.0582528,-0.199493,0.0594156,-0.00268066,0.082481,0.0606192,-0.308919,0.0620998,0.060311,0.0814124,-0.934789,0.0635751,0.0596214,0.0690743,0.086826,0.067468,0.0557741,-0.178765,0.0594512,0.0607994,0.0481692,0.0521915,0.0632745,0.0600602,0.523474,0.386539,0.0507561,0.00721764,0.0599418,0.0597873,0.0742441,0.0996435,0.0643612,0.0605296,0
0.0801645,0.0460489,1.44527,0.0626589,0.0600091,0.0574054,0.0548516,0.0603827,0.0600697,0.0596452,0.0540122,-0.364314,0.0388479,0.0646955,0.0693141,0.666141,0.0586317,0.7686,0.0590915,-0.0026863,0.0281306,0.0598472,2.09987,0.0219136,0.0593239,0.0457243,2.68845,0.0628793,0.0597177,0.0623506,0.147419,0.050474,0.0972778,0.563267,0.0595062,0.0574598,0.0467679,0.0922321,0.0592991,0.0626342,0.0867682,0.563758,0.0624506,0.0975275,0.0600133,0.0636158,0.0486411,0.0610641,0.0642277,0.0598229,0
0.0514787,0.045951,-0.476926,0.0594202,0.0601368,0.0625894,0.0720825,0.0615233,0.0558424,0.0597477,0.0588756,-0.971654,0.0654652,0.058734,0.0720534,0.348002,0.0651604,-0.135249,0.0593296,-0.00267797,0.0618175,0.0604035,1.01866,0.0560705,0.0609507,0.0736194,-0.909109,0.0578382,0.0597596,0.0731386,0.0142351,0.0706178,0.050576,0.942726,0.0609057,0.0593991,0.064908,0.0539078,0.0599257,0.060224,0.07449,0.749977,0.0628258,-0.00940338,0.0599639,0.0596325,0.0607547,0.0403644,0.0677522,0.0613203,0
0.0664508,0.0462098,0.93127,0.059475,0.059958,0.0592926,0.0570708,0.0607558,0.0575127,0.059805,0.0560407,0.0729893,0.0538916,0.0592523,0.063001,0.550322,0.0632481,0.244671,0.0588632,-0.0026812,0.0625536,0.0599477,0.796469,0.0413076,0.0602832,0.0650532,1.16042,0.060765,0.0592161,0.0696178,0.0736489,0.0626375,0.0667947,0.259648,0.0601699,0.0606966,0.0551534,0.0682778,0.0590895,0.0604764,0.116543,0.407399,0.062655,-0.000230973,0.0599418,0.060788,0.0647001,0.0575495,0.0646081,0.0601471,0
0.0329423,0.0389362,11.0765,0.0596102,0.0602082,0.0589208,0.0638047,0.0619399,0.0552587,0.0599326,0.0555302,-1.20926,0.0682619,0.0604313,0.106132,4.84904,0.0874555,4.08974,0.0598287,-0.0026817,0.0581117,0.0613345,3.55144,0.0394672,0.0602038,0.0807357,1.60529,0.0535013,0.0595054,0.0621261,0.0278866,0.0573387,0.0608717,0.815778,0.0609829,0.0586213,0.0802283,0.0703605,0.0656086,0.060159,0.314797,0.347067,0.0391584,0.00606337,0.0599418,0.0610322,0.0539182,0.0329365,0.0349716,0.0598111,0
0.0418217,0.0439272,1.31099,0.0596099,0.0599973,0.0599272,0.0718045,0.0615232,0.0553158,0.060738,0.0574476,-1.20666,0.0688869,0.0559066,0.0695466,0.719709,0.0681913,0.00167419,0.0597939,-0.0026788,0.0777653,0.0604537,0.807595,0.0567866,0.0606363,0.0786825,-0.870718,0.0561584,0.0593855,0.0738891,0.0253325,0.0672978,0.0465922,0.766284,0.0613328,0.0596995,0.0730696,0.0366822,0.0596886,0.0597477,0.0022774,0.735259,0.0649224,0.00536278,0.0599418,0.0598394,0.0649791,0.0351401,0.0455927,0.0611385,0
0.0530047,0.0552582,-0.5002,0.0589209,0.060063,0.0614751,0.0714267,0.0615359,0.0565438,0.0606347,0.056761,-0.602475,0.0620687,0.0593428,0.0594658,-0.385325,0.0595957,-0.0474783,0.0591539,-0.00266065,0.0785646,0.0607054,0.0652212,0.0514494,0.060433,0.0795736,-0.939418,0.0582051,0.0587844,0.0717127,0.0224791,0.0665462,0.0490545,0.907499,0.0609952,0.0600752,0.0511922,0.0519158,0.0612765,0.0599077,0.138067,1.09406,0.049136,0.0170759,0.0599418,0.0598957,0.0607761,0.0442295,0.0701612,0.0598041,0
0.0261208,0.042678,-0.602859,0.0593739,0.0603672,0.0649278,0.0695507,0.061212,0.0591029,0.0609991,0.0604436,0.74887,0.0685694,0.060802,0.0697333,1.5557,0.0761658,-0.216342,0.0615071,-0.00268033,0.069507,0.0601879,0.870659,0.0796571,0.0607308,0.0758415,-0.751693,0.054758,0.0599059,0.0610978,0.0148255,0.0653286,0.0522366,-0.35826,0.0609201,0.0605726,0.0796468,0.0428363,0.0607795,0.0597623,-0.106783,0.151708,0.0553161,0.0581106,0.0599418,0.0588345,0.0647509,0.0242224,0.0311732,0.0610394,0
0.0348783,0.0397694,-0.10027,0.0594188,0.060266,0.0625582,0.0665283,0.0618699,0.053992,0.0599585,0.0592301,-0.741776,0.0674555,0.0586775,0.0911538,2.6781,0.0833076,0.311862,0.0595837,-0.00268417,0.0565607,0.0609282,2.75705,0.0522125,0.0610729,0.0742963,-0.82837,0.0574243,0.0599098,0.0664096,0.037946,0.0666547,0.0467617,0.58739,0.0608076,0.059518,0.0658922,0.0423983,0.0633812,0.0599453,0.174531,0.580465,0.0573838,0.021241,0.0599418,0.0598557,0.0626222,0.0349906,0.0358112,0.0606944,0
0.054029,0.0428384,0.0273197,0.0591369,0.0603606,0.0605285,0.0600826,0.0602877,0.0585861,0.0600259,0.0618566,0.696498,0.0644363,0.0649844,0.0682358,1.43999,0.0691388,-0.227287,0.0598904,-0.00268419,0.0340984,0.0601121,0.989558,0.0545254,0.0604671,0.0574811,1.54568,0.058858,0.0595274,0.0655425,0.0531562,0.0672222,0.0527909,-1.24618,0.0598166,0.0604396,0.0577675,0.0479129,0.0649318,0.0602248,0.485778,0.0906376,0.0481826,0.0517415,0.0600941,0.0599267,0.0566509,0.0434766,0.0321273,0.0609762,0
0.0357695,0.0381259,4.49289,0.059396,0.0601965,0.0574054,0.0660034,0.0610606,0.0524991,0.060368,0.0546107,-1.20274,0.0684919,0.0585474,0.0816888,2.36653,0.0766341,-0.269918,0.0590913,-0.00267504,0.0668594,0.0615088,1.71173,0.0463273,0.0608372,0.0736233,-0.91445,0.0583685,0.0590764,0.0699506,0.0700957,0.0663663,0.0442356,-0.544826,0.0603724,0.0608901,0.0623171,0.0198649,0.0599048,0.0603824,0.433857,0.31347,0.0504358,-0.0118311,0.0599418,0.0606211,0.0662098,0.0430117,0.0354008,0.0604007,0
0.041902,0.0437865,2.29956,0.0596552,0.0602069,0.0574054,0.0582615,0.0612846,0.0529735,0.059992,0.0586261,-1.20263,0.0689541,0.0593331,0.0732308,0.958011,0.0667177,0.0370218,0.0589379,-0.00268076,0.0668989,0.0613979,0.560297,0.0538201,0.0606316,0.0711115,-0.79286,0.0598251,0.0593587,0.07018,0.0622879,0.0671856,0.0494073,-0.0123356,0.0600229,0.0602867,0.0553741,0.0402989,0.0617497,0.0600295,0.319154,0.399495,0.0538057,0.00649021,0.0599418,0.0603945,0.0681347,0.0549805,0.0506868,0.0608088,0
